FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
02-018-2854,Genie Energy Ltd.,"I.D. Systems, Inc.",Public Utilities,NYSE,Health,GNE,$194.94M,11th Floor,7 Corben Court,92-3364082,NASDAQ,452122216-1,LI60 8605 1HQO P1SR 2HAJ N,68462-303,Yuan Renminbi,CNY
02-034-1830,Aegon NV,VCA Inc. ,Finance,NYSE,Health,AEG,$10.51B,PO Box 39447,71997 Monica Court,14-8387353,NASDAQ,947088667-4,HU86 6408 2985 8281 4603 2864 0063,0113-0955,Rupiah,IDR
02-053-1409,Amphenol Corporation,Amphenol Corporation,Capital Goods,NYSE,Music,APH,$23.11B,Apt 701,3 Bobwhite Park,73-7996768,NASDAQ,356041080-0,SK79 7998 3057 6863 6079 3661,76470-003,Rupiah,IDR
02-117-5200,"Catabasis Pharmaceuticals, Inc.",NCR Corporation,Health Care,NASDAQ,Baby,CATB,$29.21M,Suite 47,7 Westport Hill,28-8579091,NYSE,909155260-3,GB57 XWCO 7619 0236 5923 13,0085-4350,Zloty,PLN
02-122-2700,"ShoreTel, Inc.",Splunk Inc.,Public Utilities,NASDAQ,Kids,SHOR,$402.82M,Suite 71,4603 Dapin Park,72-0233164,NASDAQ,459682577-7,LI46 4510 7Y6N JCYF FZXL C,0641-6050,Yen,JPY
02-158-2403,Pioneer Floating Rate Trust,Countrywide Financial Corporation,n/a,NYSE,Kids,PHD,$293.39M,20th Floor,8846 Jana Way,69-7585771,NYSE,824879904-2,NL07 YOQT 2402 5372 14,49288-0308,Birr,ETB
02-213-0460,"Chiasma, Inc.",DXC Technology Company,Health Care,NASDAQ,Books,CHMA,$34.1M,Room 469,81 Kim Circle,55-9316922,NYSE,523468803-8,FR63 2175 8919 774P ISOY PB2F T88,50236-001,Sol,PEN
02-230-7796,Ryanair Holdings plc,"Apollo Endosurgery, Inc.",Transportation,NASDAQ,Outdoors,RYAAY,$26.42B,PO Box 56325,4301 Sage Crossing,17-1169400,NASDAQ,044040254-9,SK17 1506 7780 0192 0470 4102,50436-4027,Dollar,USD
02-280-4602,"MidWestOne Financial Group, Inc.",Gulfport Energy Corporation,Finance,NASDAQ,Grocery,MOFG,$437.4M,PO Box 69696,492 Corry Avenue,83-2066079,NASDAQ,870239153-8,NO45 0917 1871 381,33261-647,Tugrik,MNT
02-314-8986,NeuroDerm Ltd.,United Technologies Corporation,Health Care,NASDAQ,Toys,NDRM,$766.44M,Room 948,06 Haas Crossing,78-7024487,NYSE,879995707-8,GB43 KZNN 0872 1519 7767 39,54868-5307,Peso,PHP
02-322-6810,"Stanley Black & Decker, Inc.",Invacare Corporation,Capital Goods,NYSE,Home,SWJ,n/a,Apt 639,41 Troy Avenue,01-7231429,NYSE,890475897-1,MC34 4633 5795 01VN PDG8 NJHP X37,0517-0020,Euro,EUR
02-367-2327,PIMCO New York Municipal Income Fund,First Trust Rising Dividend Achievers ETF,n/a,NYSE,Baby,PNF,$99.42M,PO Box 60287,9 Armistice Court,89-3310219,NASDAQ,343284846-3,NO79 0771 1959 853,37000-398,Yen,JPY
02-380-9217,Akers Biosciences Inc,"Energy Recovery, Inc.",Health Care,NASDAQ,Grocery,AKER,$11.12M,Apt 1272,2405 Northwestern Crossing,72-2490581,NASDAQ,336231499-6,SI18 6741 8088 3502 243,65044-3216,Boliviano,BOB
02-389-5321,CU Bancorp (CA),Atlantic Coast Financial Corporation,Finance,NASDAQ,Tools,CUNB,$658.05M,Suite 98,6451 Tennessee Junction,83-2236335,NASDAQ,125720996-5,HR09 5892 2561 0673 4072 6,54868-5996,Euro,EUR
02-445-1045,"Xenith Bankshares, Inc.",Kronos Worldwide Inc,Finance,NASDAQ,Jewelry,XBKS,$738.12M,Suite 88,5 Shelley Crossing,19-1829170,NYSE,105251773-0,IL52 3850 0014 4988 5657 317,0179-1118,Dollar,CAD
02-464-3283,First Trust United Kingdom AlphaDEX Fund,Omnicom Group Inc.,n/a,NASDAQ,Jewelry,FKU,$27.49M,Room 376,33885 Johnson Avenue,49-4486848,NYSE,347602111-4,IL15 0360 6213 8683 1872 217,17856-0644,Yen,JPY
02-496-5245,"Benchmark Electronics, Inc.","Benchmark Electronics, Inc.",Technology,NYSE,Tools,BHE,$1.65B,Room 981,8158 Shasta Park,79-7934972,NYSE,465627253-1,GB07 WIUN 9171 4034 5096 44,33261-869,Rand,ZAR
02-562-4402,Rice Midstream Partners LP,Magellan Midstream Partners L.P.,Public Utilities,NYSE,Games,RMP,$2.49B,Suite 74,5195 Green Ridge Hill,83-8659893,NYSE,098675283-5,AZ87 VWNF IJ1H SFVE CFTQ N85Y 6ZFW,37000-904,Baht,THB
02-578-2550,"USA Compression Partners, LP","USA Compression Partners, LP",Public Utilities,NYSE,Health,USAC,$1.01B,13th Floor,43 Walton Center,57-3461516,NYSE,028642547-5,FR40 3185 1175 61YV C4BM RC5B Q31,49348-500,Kyat,MMK
02-581-9933,Gorman-Rupp Company (The),Telecom Argentina Stet - France Telecom S.A.,Capital Goods,NYSE,Beauty,GRC,$708.43M,PO Box 79117,7829 Village Lane,63-6747339,NYSE,068349670-0,ES45 7649 9230 0491 7105 0858,64720-183,Yuan Renminbi,CNY
02-588-9559,"Gardner Denver Holdings, Inc.","Gardner Denver Holdings, Inc.",Technology,NYSE,Industrial,GDI,$4.54B,17th Floor,11537 Sommers Way,24-5054100,NASDAQ,791315141-2,AL24 2767 8879 VLUN ASZA KXUX DZCR,60505-3548,Franc,CDF
02-605-6507,Ivy NextShares,Snap-On Incorporated,n/a,NASDAQ,Computers,IVENC,n/a,Suite 68,765 Vidon Hill,52-9144147,NYSE,238117228-9,FR30 4685 2058 38SV JDRR Z9BJ I80,55154-3188,Franc,XOF
02-611-4512,"Corvus Pharmaceuticals, Inc.",WNS (Holdings) Limited,Health Care,NASDAQ,Garden,CRVS,$230.28M,PO Box 43180,58002 Surrey Place,82-7198845,NYSE,558153574-4,PL12 2370 7600 1693 5566 4820 9252,53603-2012,Won,KRW
02-633-7089,"Maiden Holdings, Ltd.","Maiden Holdings, Ltd.",Finance,NASDAQ,Toys,MHLD,$982.38M,Apt 573,7865 Maple Avenue,82-5719647,NASDAQ,480747129-5,SK55 1266 9075 9513 2781 8747,68180-611,Rupiah,IDR
02-640-0208,Hilltop Holdings Inc.,"World Wrestling Entertainment, Inc.",Finance,NYSE,Computers,HTH,$2.6B,16th Floor,0 South Parkway,16-5268550,NYSE,857624874-3,FR21 0504 9376 27EI HDZK HEHZ M77,36987-2351,Dollar,NAD
02-658-8293,NXT-ID Inc.,OM Asset Management plc,Consumer Services,NASDAQ,Electronics,NXTD,$12.73M,Room 883,7656 Hanson Circle,89-6811439,NYSE,504622529-8,FR42 5924 5219 94WE CN30 C9JB W68,0071-0527,Peso,MXN
02-664-0558,"Conifer Holdings, Inc.",Rite Aid Corporation,Finance,NASDAQ,Music,CNFR,$51.52M,PO Box 88470,21533 Banding Way,91-1790922,NYSE,536666635-X,MD20 G4PU QLZG TUQP M3OF 2O8L,68428-739,Pound,SYP
02-700-1507,"Monogram Residential Trust, Inc.","Kimball Electronics, Inc.",Consumer Services,NYSE,Computers,MORE          ,$1.68B,Apt 82,9225 Nova Junction,85-5115564,NASDAQ,960946018-6,RO76 SMSJ ZXKF 2VP6 JOK2 YZIM,58232-0218,Euro,EUR
02-759-6554,Mitel Networks Corporation,"S&T Bancorp, Inc.",Technology,NASDAQ,Electronics,MITL,$905.69M,Apt 648,51 Kedzie Road,77-9506901,NASDAQ,228315515-0,FR98 5502 6541 96WT 0MIF 55L0 K77,37205-372,Real,BRL
02-776-7308,"Dominion Energy, Inc.","CryoPort, Inc.",Public Utilities,NYSE,Garden,DCUC,$32.02B,Suite 5,6 Debs Plaza,53-8310912,NASDAQ,725769045-6,NO35 3824 7064 878,68421-6500,Yen,JPY
02-783-9860,Pzena Investment Management Inc,"Under Armour, Inc.",Finance,NYSE,Beauty,PZN,$637.26M,13th Floor,56215 Carioca Point,22-9703988,NYSE,195162278-2,PL08 9513 1471 9847 7030 6233 7591,66302-105,Yuan Renminbi,CNY
02-817-1507,RXi Pharmaceuticals Corporation,Blackrock Municipal Income Quality Trust,Health Care,NASDAQ,Beauty,RXIIW,n/a,Apt 1251,07206 Heath Circle,11-9757239,NYSE,671573591-3,FR03 6657 6120 02OW DLHE BURJ A34,53808-1050,Yuan Renminbi,CNY
02-840-4199,FlexShares US Quality Large Cap Index Fund,Limoneira Co,n/a,NASDAQ,Jewelry,QLC,$23.84M,Room 141,5341 Lakeland Lane,13-6679559,NASDAQ,826484616-5,FR59 1092 5114 62SC 9CAE GSDA G48,42507-912,Euro,EUR
02-859-7482,Green Dot Corporation,QAD Inc.,Finance,NYSE,Toys,GDOT,$1.97B,Apt 1495,342 Fairfield Trail,14-5195754,NASDAQ,096037094-3,LT93 6426 7049 3540 9468,0009-0626,Lempira,HNL
02-886-0585,"Celsius Holdings, Inc.","BioScrip, Inc.",Consumer Non-Durables,NASDAQ,Clothing,CELH,$180.82M,1st Floor,65 5th Center,85-5841652,NASDAQ,922644495-1,FR23 7814 4542 671Z CZU4 KZJX X91,49035-394,Yuan Renminbi,CNY
02-910-5082,"Gener8 Maritime, Inc.","Gener8 Maritime, Inc.",Transportation,NYSE,Clothing,GNRT,$462.92M,19th Floor,71226 8th Drive,49-1909191,NYSE,934418342-2,GR24 3386 854Q JWMM QOKJ 8DAA QL5,10237-804,Koruna,CZK
02-911-3229,Gold Fields Limited,Domino's Pizza Inc,Basic Industries,NYSE,Tools,GFI,$2.81B,PO Box 35008,036 Merrick Pass,71-3154786,NYSE,014257190-3,FI25 2856 6066 9365 62,49035-668,Rupiah,IDR
02-990-9005,ProQR Therapeutics N.V.,ProQR Therapeutics N.V.,Health Care,NASDAQ,Electronics,PRQR,$118.13M,14th Floor,12145 Dayton Park,91-2508925,NYSE,639728609-6,BG37 RHBJ 2801 57DI PPPI ZT,65131-097,Rand,ZAR
03-009-0463,Deutsche Bank AG,Deutsche Bank AG,Finance,NYSE,Clothing,DB,$34.76B,PO Box 18437,3 Quincy Court,84-1076576,NASDAQ,936021219-9,AL98 0021 9967 BNVR 0PLP GCCP 0T5D,65923-777,Yen,JPY
03-015-7285,Washington Real Estate Investment Trust,Seneca Foods Corp.,n/a,NYSE,Books,WRE,$2.47B,PO Box 79784,994 Ruskin Terrace,14-5896002,NASDAQ,891258865-6,EE90 3428 1358 5196 0116,59663-140,Rupiah,IDR
03-026-7395,Walter Investment Management Corp.,Hecla Mining Company,Finance,NYSE,Health,WAC,$34.2M,Room 987,09 Old Gate Parkway,83-6362707,NYSE,261454377-2,MT82 DPOR 6192 0ESQ WCCI 8T2Z JZ5F RY5,63629-4027,Tenge,KZT
03-029-9756,Altisource Residential Corporation,Acceleron Pharma Inc.,Finance,NYSE,Tools,RESI,$678.58M,Suite 49,9 Russell Trail,97-3022423,NASDAQ,478822589-1,GR87 4335 0685 2WH2 SSN3 OWHK KK8,68786-220,Peso,PHP
03-030-9493,"Life Storage, Inc.","Life Storage, Inc.",Consumer Services,NYSE,Grocery,LSI,$3.5B,PO Box 91731,88 Tennessee Hill,58-7265578,NASDAQ,380609110-2,CY88 1618 5666 BNSY C88O G1EA MI7V,49349-337,Kuna,HRK
03-041-2093,Blackrock Florida Municipal 2020 Term Trust,iShares Nasdaq Biotechnology Index Fund,n/a,NYSE,Kids,BFO,$84.27M,PO Box 9718,29110 Dahle Road,93-4311775,NASDAQ,973654859-7,FR77 0962 7460 903O MVYX BSLG R60,49349-341,Yuan Renminbi,CNY
03-053-0301,The Community Financial Corporation,Internet Gold Golden Lines Ltd.,Finance,NASDAQ,Toys,TCFC,$181.04M,Apt 1491,86158 Charing Cross Alley,83-8690465,NASDAQ,649054499-7,LT05 9184 5038 3693 9834,52959-389,Krone,DKK
03-054-5789,Mobileye N.V.,Mobileye N.V.,Technology,NYSE,Automotive,MBLY,$13.92B,PO Box 96485,04698 Armistice Way,92-5672205,NYSE,039259601-6,FR79 2017 5932 22QK U069 YIBO G26,0268-0248,Peso,ARS
03-079-6582,WisdomTree Germany Hedged Equity Fund,Lindsay Corporation,n/a,NASDAQ,Sports,DXGE,$129.61M,3rd Floor,16 Nelson Junction,23-1371422,NYSE,023457523-9,FR60 3228 1874 32JI KBWS QDP5 E07,33261-739,Peso,COP
03-098-5966,Mesoblast Limited,"HTG Molecular Diagnostics, Inc.",Health Care,NASDAQ,Computers,MESO,$654.76M,2nd Floor,5161 Burning Wood Crossing,40-7348802,NASDAQ,039157568-6,LV09 KLWB 9KAC VL0P VKWK W,11410-408,Birr,ETB
03-107-7897,Silicon Motion Technology Corporation,Silicon Motion Technology Corporation,Technology,NASDAQ,Tools,SIMO,$1.82B,Suite 76,2494 Grasskamp Lane,84-5577587,NASDAQ,975447306-4,DO51 AEDS 4829 0927 9215 0163 5206,68391-374,Euro,EUR
03-121-8676,Leading Brands Inc,"China Biologic Products, Inc.",Consumer Non-Durables,NASDAQ,Sports,LBIX,$5.24M,18th Floor,3 Moulton Road,01-2953787,NASDAQ,070249954-4,FR41 7028 2288 53MO ID6T M3AF J96,68745-2040,Yuan Renminbi,CNY
03-124-6671,"Versartis, Inc.",Neovasc Inc.,Health Care,NASDAQ,Beauty,VSAR,$577.43M,7th Floor,9 Glacier Hill Center,80-5100132,NASDAQ,173060662-8,FR30 5690 1805 07TU OC5X EIEL X50,54868-3068,Ruble,RUB
03-129-3039,"ACI Worldwide, Inc.",Matador Resources Company,Technology,NASDAQ,Games,ACIW,$2.63B,Room 145,45 Elmside Plaza,24-9845570,NYSE,076153359-1,IE74 DYZR 5277 8114 5759 14,53807-158,Dalasi,GMD
03-139-0747,"Sarepta Therapeutics, Inc.",Forum Merger Corporation,Health Care,NASDAQ,Music,SRPT,$1.78B,Room 120,904 Kings Place,53-4343265,NASDAQ,650503147-2,LU25 030Z NJHY AQH8 BPHV,76066-002,Cordoba,NIO
03-155-8811,BLDRS Asia 50 ADR Index Fund,Kimco Realty Corporation,n/a,NASDAQ,Automotive,ADRA,$21.32M,PO Box 78812,3160 Algoma Court,16-9979794,NYSE,701679490-3,LU65 137V V2J8 R68V LDUG,42485-006,Yen,JPY
03-167-1857,Teekay Offshore Partners L.P.,Vonage Holdings Corp.,Consumer Services,NYSE,Beauty,TOO,$293.41M,PO Box 95815,5210 Lawn Court,60-9625034,NYSE,281283441-2,BE85 4741 3088 1528,68428-117,Euro,EUR
03-177-7695,Lear Corporation,ZTO Express (Cayman) Inc.,Capital Goods,NYSE,Automotive,LEA,$9.54B,9th Floor,91757 Alpine Parkway,65-2453687,NYSE,379734034-6,GE49 YJ45 2379 4290 1145 34,0268-0137,Yuan Renminbi,CNY
03-181-9497,Eaton Vance Risk-Managed Diversified Equity Income Fund,Eaton Vance Risk-Managed Diversified Equity Income Fund,n/a,NYSE,Music,ETJ,$601.02M,Suite 45,2 Manufacturers Parkway,36-8850683,NASDAQ,570245756-0,PT63 5604 5519 6989 8601 7863 8,59998-101,Yuan Renminbi,CNY
03-188-2057,"MetLife, Inc.","MetLife, Inc.",Finance,NYSE,Jewelry,MET,$57.58B,Apt 430,80739 Straubel Circle,34-2397926,NASDAQ,046606527-2,GT51 NJCV LUH9 COTZ U96T SGHK F2WG,64616-104,Koruna,CZK
03-197-5960,"PrivateBancorp, Inc.",GATX Corporation,Finance,NASDAQ,Jewelry,PVTB,$4.87B,Room 1719,25 Michigan Road,77-8799927,NYSE,547733599-8,AE26 2800 9606 4932 6614 769,35000-608,Real,BRL
03-212-9870,Harmonic Inc.,Harmonic Inc.,Technology,NASDAQ,Movies,HLIT,$430.84M,Apt 1633,161 Starling Center,84-7214160,NYSE,359309916-0,IE55 LCDL 5461 3134 0067 44,45963-152,Zloty,PLN
03-243-3932,Southwestern Energy Company,"Build-A-Bear Workshop, Inc.",Energy,NYSE,Garden,SWNC,n/a,Apt 446,924 3rd Alley,35-3143550,NYSE,724878445-1,EE29 9443 8623 4183 1100,68387-140,Yen,JPY
03-254-3341,Hess Corporation,"OptimumBank Holdings, Inc.",n/a,NYSE,Sports,HES^A,n/a,PO Box 4015,8 Farragut Center,31-5535459,NASDAQ,709109399-2,FR25 4358 1131 33VA DFCZ 3FKR I24,24385-116,Peso,PHP
03-266-9295,Solar Capital Ltd.,Bank of America Corporation,n/a,NASDAQ,Kids,SLRC,$920.44M,Suite 95,90021 Orin Avenue,27-9780836,NYSE,358657436-3,MU26 ICCO 4677 0725 0183 7995 893W MQ,55154-4730,Euro,EUR
03-284-7183,Gabelli Dividend,"Organovo Holdings, Inc.",n/a,NYSE,Grocery,GDV,$1.81B,Apt 1161,603 Memorial Parkway,54-6659923,NASDAQ,123886483-X,GE41 TQ00 2746 7987 5582 83,55714-2282,Rupiah,IDR
03-285-8446,Brookfield DTLA Inc.,Legg Mason Developed EX-US Diversified Core ETF,n/a,NYSE,Music,DTLA^,n/a,Room 475,2953 Scott Terrace,97-3882540,NASDAQ,655216540-4,FR35 4652 7460 50LC NMVT 81AO C32,76074-133,Rupiah,IDR
03-299-4013,"Opexa Therapeutics, Inc.",Karyopharm Therapeutics Inc.,Health Care,NASDAQ,Grocery,OPXA,$4.58M,Apt 935,74806 Calypso Plaza,83-9725558,NASDAQ,613343528-3,LI77 9744 5HVY ZEJG RSKK B,68698-001,Euro,EUR
03-301-1426,VOXX International Corporation,Pebblebrook Hotel Trust,Consumer Non-Durables,NASDAQ,Industrial,VOXX,$169.12M,PO Box 90450,47982 Toban Alley,36-7866279,NYSE,360378318-2,MR71 3327 7538 4421 5115 5866 815,67544-191,Euro,EUR
03-303-0848,"Urban One, Inc. ",Nuveen Credit Opportunities 2022 Target Term Fund,Consumer Services,NASDAQ,Music,UONEK,$103.88M,Apt 1190,544 Michigan Place,43-2907826,NYSE,224899253-X,FR26 5678 5986 77O0 ZZGI JJ9N T71,55154-5496,Yuan Renminbi,CNY
03-316-4605,"TCG BDC, Inc.","FlexShopper, Inc.",n/a,NASDAQ,Sports,CGBD,n/a,3rd Floor,2056 Lunder Court,41-1851045,NASDAQ,264378890-7,LT37 1039 3693 9887 7502,51672-1350,Yuan Renminbi,CNY
03-332-4301,Synchrony Financial,"Smith & Nephew SNATS, Inc.",Finance,NYSE,Health,SYF,$23.79B,Room 572,743 Sheridan Parkway,18-7633297,NYSE,308209091-5,HU19 2691 1702 0304 3632 9525 2729,75830-002,Yuan Renminbi,CNY
03-356-7316,Bank of America Corporation,"Omega Flex, Inc.",n/a,NYSE,Home,BAC^C,n/a,Suite 13,3 Scoville Park,59-7242230,NASDAQ,515243037-1,AE68 0749 7482 6722 3818 134,54868-4735,Yuan Renminbi,CNY
03-417-4727,"Sierra Oncology, Inc.",First BanCorp.,Health Care,NASDAQ,Music,SRRA,$59.59M,Suite 62,7 Blackbird Junction,96-5999548,NYSE,451353252-1,MK75 340I JMSP GYNT S10,65862-328,Dollar,CAD
03-483-9596,Lancaster Colony Corporation,"Howard Bancorp, Inc.",Consumer Non-Durables,NASDAQ,Books,LANC,$3.43B,Room 571,68 Bay Circle,69-6463263,NASDAQ,505257082-1,CY05 1363 9651 53QK R04K I5DN FNFQ,17271-205,Euro,EUR
03-486-4086,Covisint Corporation,Covisint Corporation,Technology,NASDAQ,Industrial,COVS,$99.1M,10th Floor,8779 Hoard Place,90-3038649,NYSE,840604944-8,LT57 8908 6912 6128 8554,63941-945,Baht,THB
03-507-7143,"Pier 1 Imports, Inc.","SuperCom, Ltd.",Consumer Services,NYSE,Games,PIR,$468.42M,PO Box 91738,11106 Sutherland Terrace,77-2361800,NASDAQ,216677308-7,AD70 1187 5203 QRHR EKOA DAZW,10631-279,Yuan Renminbi,CNY
03-528-5857,"Genocea Biosciences, Inc.",PowerShares DWA Consumer Staples Momentum Portfolio,Health Care,NASDAQ,Books,GNCA,$155.64M,Room 1390,794 Bobwhite Place,37-2948081,NASDAQ,676363596-6,DK80 4515 1791 7117 08,0378-0390,Yuan Renminbi,CNY
03-537-8118,Vornado Realty Trust,"Celsius Holdings, Inc.",Consumer Services,NYSE,Music,VNO,$17.78B,Suite 44,94 Northridge Park,08-2396240,NASDAQ,272112754-3,FR60 5517 4477 52GX SHKU T9V6 T02,43251-3361,Balboa,PAB
03-544-5894,American Express Company,iShares FTSE EPRA/NAREIT Europe Index Fund,Finance,NYSE,Health,AXP,$72.8B,Room 263,2 Pennsylvania Place,45-5519103,NASDAQ,300891753-4,RS78 8470 1721 3360 9742 16,24090-491,Hryvnia,UAH
03-551-9356,Ingersoll-Rand plc (Ireland),FirstEnergy Corporation,Capital Goods,NYSE,Outdoors,IR,$23.64B,Suite 12,68 Hintze Hill,79-0840420,NYSE,351874693-6,ES27 4403 5892 8097 6750 9128,0299-5908,Franc,XPF
03-573-6092,"ARMOUR Residential REIT, Inc.","Delek Logistics Partners, L.P.",n/a,NYSE,Outdoors,ARR^A,n/a,Room 1409,867 Becker Point,60-0424935,NYSE,130641897-6,MC16 8516 0725 92U3 9KZT XHZF Y41,55154-0217,Krona,SEK
03-574-9803,"Aoxin Tianli Group, Inc.","Berkshire Hills Bancorp, Inc.",Consumer Non-Durables,NASDAQ,Toys,ABAC,$16.29M,Suite 38,1529 Debs Road,85-0331772,NYSE,689352658-X,GR65 0462 617B BRE4 J1EL 5WYC T2U,16714-403,Euro,EUR
03-597-8376,Southwestern Energy Company,Federal Agricultural Mortgage Corporation,Energy,NYSE,Computers,SWN,$3.07B,18th Floor,59 Cherokee Alley,98-4182030,NYSE,472910656-3,FR42 7354 5293 00Y2 T18W UQOA 657,61077-101,Yuan Renminbi,CNY
03-641-4799,Genpact Limited,"Prudential Financial, Inc.",Consumer Services,NYSE,Computers,G,$5.21B,Suite 75,75 Dottie Junction,50-6930205,NYSE,696666731-5,HR23 1508 4875 5613 2877 0,50742-152,Cordoba,NIO
03-658-7724,Imax Corporation,Allstate Corporation (The),Miscellaneous,NYSE,Music,IMAX,$1.68B,Room 386,3 Knutson Court,95-4053912,NYSE,068426064-6,LT10 5099 6884 7590 8637,43063-437,Yuan Renminbi,CNY
03-709-0091,Qumu Corporation,Wells Fargo & Company,Technology,NASDAQ,Electronics,QUMU,$29.24M,15th Floor,78248 Nelson Trail,01-0548510,NYSE,250307603-3,VG15 UPFN 9809 7035 8868 6706,11528-010,Euro,EUR
03-720-3862,Hunter Maritime Acquisition Corp.,"ING Group, N.V.",Transportation,NASDAQ,Industrial,HUNTW,n/a,Room 349,81787 Sullivan Place,71-0045071,NYSE,749571719-X,LT44 4020 5517 6115 1774,58668-2171,Euro,EUR
03-731-4437,Nuveen New York Quality Municipal Income Fund,Nuveen New York Quality Municipal Income Fund,n/a,NYSE,Music,NAN,$434.22M,PO Box 36268,967 Forster Drive,20-6993962,NYSE,850230823-8,BG13 HQWM 3316 60YK 33TF TV,36987-1700,Peso,PHP
03-764-1017,E.W. Scripps Company (The),"Colony NorthStar, Inc.",Consumer Services,NYSE,Health,SSP,$1.53B,Apt 1609,1409 Farragut Avenue,55-6475629,NYSE,168379390-0,SE11 9184 6394 8509 0239 6586,51248-151,Yuan Renminbi,CNY
03-772-7895,Star Bulk Carriers Corp.,WSI Industries Inc.,Transportation,NASDAQ,Books,SBLK,$516.53M,Room 1669,393 Lukken Junction,86-1074358,NASDAQ,416828349-6,FR67 4425 6743 934W MXYY GXIL L37,16590-871,Euro,EUR
03-790-6602,Jacksonville Bancorp Inc.,PIMCO Income Strategy Fund,Finance,NASDAQ,Grocery,JXSB,$53.85M,Apt 888,3263 Barby Junction,37-3770028,NYSE,993357270-9,MU02 ZFFS 9686 0359 3205 3066 616N TY,62037-720,Rupiah,IDR
03-794-0014,CorVel Corp.,"Gulf Island Fabrication, Inc.",Finance,NASDAQ,Outdoors,CRVL,$858.03M,Apt 1129,80 Corscot Road,14-4635365,NASDAQ,111890548-2,GT09 I4EU DUDP 2IZK DDHK BQOX QNHJ,49967-092,Baht,THB
03-801-8859,AZZ Inc.,Nokia Corporation,Consumer Durables,NYSE,Jewelry,AZZ,$1.47B,PO Box 98102,8149 Katie Road,93-4720099,NYSE,327842830-7,FR22 1161 7225 65V2 CFA6 IP7E 046,11559-746,Shilling,TZS
03-809-8532,IBERIABANK Corporation,PowerShares DWA Momentum Portfolio,Finance,NASDAQ,Electronics,IBKC,$4.16B,Apt 731,76 American Court,81-8480800,NASDAQ,427492962-0,SK03 2736 4056 5139 2249 8752,21695-723,Euro,EUR
03-871-0879,BlackRock 2022 Global Income Opportunity Trust,EP Energy Corporation,n/a,NYSE,Music,BGIO,$209.97M,6th Floor,7 Fallview Parkway,65-1909364,NYSE,075994551-9,FO04 6779 2948 6770 61,43596-0007,Yuan Renminbi,CNY
03-883-3230,"Pioneer Power Solutions, Inc.",John Hancock Pfd Income Fund II,Consumer Durables,NASDAQ,Grocery,PPSI,$56.68M,Room 499,1319 Northland Trail,87-9032178,NYSE,538212275-X,SE04 9001 9242 7311 1783 2256,49035-923,Boliviano,BOB
03-884-2243,Abraxas Petroleum Corporation,Abraxas Petroleum Corporation,Energy,NASDAQ,Toys,AXAS,$299.85M,2nd Floor,9720 Hintze Terrace,10-9611601,NYSE,822763420-6,AL02 9508 1582 XELL CATZ A1SW X9YD,55741-424,Rupiah,IDR
03-963-3699,Verint Systems Inc.,"WhiteHorse Finance, Inc.",Technology,NASDAQ,Kids,VRNT,$2.54B,PO Box 78577,12 Reinke Street,32-1753015,NASDAQ,651153438-3,FR23 5762 9903 56Y3 5ARJ IT5D 834,41520-236,Shilling,TZS
03-976-4726,Teekay Offshore Partners L.P.,General Finance Corporation,n/a,NYSE,Shoes,TOO^A,n/a,9th Floor,3 Little Fleur Way,79-3142001,NASDAQ,294066053-0,PS72 BZJR KQVG CIJD YSYW A44L IRQU M,53217-008,Peso,CUP
03-978-4523,PowerShares Global Agriculture Portfolio,J P Morgan Chase & Co,n/a,NASDAQ,Automotive,PAGG,$22.37M,PO Box 98784,7 Namekagon Road,71-0258341,NYSE,012044303-1,NO64 0130 9690 948,50419-208,Peso,ARS
04-003-6669,"Sunesis Pharmaceuticals, Inc.",Arcos Dorados Holdings Inc.,Health Care,NASDAQ,Clothing,SNSS,$59.23M,Suite 8,886 Grim Crossing,17-6697619,NYSE,872553781-4,KW79 FTQH HYG6 FWWO 7IVO BLTD 2XRW OI,0603-1532,Koruna,CZK
04-023-7298,CIT Group Inc (DEL),"Value Line, Inc.",Finance,NYSE,Baby,CIT,$7.04B,PO Box 78049,59673 Longview Alley,95-1807874,NASDAQ,193642325-1,SI73 1543 8482 0744 439,69106-140,Yuan Renminbi,CNY
04-081-4833,"STARWOOD PROPERTY TRUST, INC.","STARWOOD PROPERTY TRUST, INC.",Consumer Services,NYSE,Clothing,STWD,$5.87B,Apt 241,539 Eggendart Pass,00-6319816,NYSE,860449718-8,FR61 8559 1479 92TT RNLI ISSY R04,10565-066,Rupiah,IDR
04-092-8183,Cantel Medical Corp.,InVivo Therapeutics Holdings Corp.,Health Care,NYSE,Games,CMD,$3.17B,Suite 60,165 Ruskin Drive,64-7418343,NASDAQ,334265529-1,FR24 2844 3585 52Q1 M6MU GCYK I93,59148-020,Ruble,RUB
04-099-8982,"SG Blocks, Inc.",Dextera Surgical Inc.,n/a,NASDAQ,Sports,SGBX,$87854.2,PO Box 57990,0048 Aberg Circle,84-2817229,NASDAQ,155132741-4,FR89 8017 1258 171Z H8ET JZHF 722,51285-367,Krona,SEK
