,Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
3526,48.0,0.9021447,0,69-990-7732,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc.,Health Care,NASDAQ,Automotive,KPTI,,PO Box 91233,23 Towne Hill,68-0173959,NASDAQ,733535877-9,LI63 4650 9RWS D3MB 47PF N,0378-0187,,Shekel,ILS
8598,48.0,0.9021447,1,69-990-7732,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc.,Health Care,NASDAQ,Automotive,KPTI,$427.83M,PO Box 91233,23 Towne Hill,68-0173959,,NASDAQ,733535877-9,LI63 4650 9RWS D3MB 47PF N,0378-0187,Shekel,ILS
3524,49.0,0.9021447,0,69-966-4272,"Rockwell Medical, Inc.","Rockwell Medical, Inc.",Health Care,NASDAQ,Tools,RMTI,$405.53M,Suite 65,8 Summit Road,77-6557293,NYSE,448135832-7,AL10 6293 8356 DWQV 9ID6 LDDV UUKW,15127-042,,Zloty,PLN
8595,49.0,0.9021447,1,69-966-4272,"Rockwell Medical, Inc.","Rockwell Medical, Inc.",Health Care,NASDAQ,Tools,RMTI,$405.53M,,,77-6557293,,NYSE,448135832-7,AL10 6293 8356 DWQV 9ID6 LDDV UUKW,15127-042,Zloty,PLN
3517,50.0,0.9021447,0,69-903-7003,The Middleby Corporation,The Middleby Corporation,Technology,NASDAQ,Outdoors,MIDD,,Suite 83,037 Oak Way,22-7778690,NYSE,168244829-0,SM69 Y908 1275 2186 7EJG V6CF GCN,52544-283,,Peso,COP
8590,50.0,0.9021447,1,69-903-7003,The Middleby Corporation,The Middleby Corporation,Technology,NASDAQ,Outdoors,MIDD,$7.55B,Suite 83,037 Oak Way,22-7778690,,NYSE,168244829-0,SM69 Y908 1275 2186 7EJG V6CF GCN,52544-283,Peso,COP
35,51.0,0.9021447,0,00-587-5079,"Fred's, Inc.","Fred's, Inc.",Consumer Services,NASDAQ,Music,FRED,$408.67M,Suite 8,3 Continental Point,57-9264293,NASDAQ,,,37000-476,,Ruble,RUB
5132,51.0,0.9021447,1,00-587-5079,"Fred's, Inc.","Fred's, Inc.",Consumer Services,NASDAQ,Music,FRED,$408.67M,Suite 8,3 Continental Point,57-9264293,,NASDAQ,147818996-7,GR45 6680 730T 60RB MX7C LMVJ ZWF,37000-476,Ruble,RUB
3489,52.0,0.9021447,0,69-331-7926,"Aemetis, Inc","Aemetis, Inc",Basic Industries,NASDAQ,Beauty,AMTX,$29.54M,Apt 89,8 Delladonna Alley,45-4496736,NYSE,,SI15 2608 6801 9645 444,16110-075,,Yuan Renminbi,CNY
8563,52.0,0.9021447,1,69-331-7926,"Aemetis, Inc","Aemetis, Inc",Basic Industries,NASDAQ,Beauty,AMTX,$29.54M,Apt 89,8 Delladonna Alley,45-4496736,,NYSE,893827822-0,SI15 2608 6801 9645 444,16110-075,Yuan Renminbi,CNY
8552,53.0,0.9021447,1,69-110-0323,Affimed N.V.,Affimed N.V.,Health Care,NASDAQ,Health,AFMD,$87.88M,10th Floor,40924 Sundown Parkway,65-9805710,,NASDAQ,253234000-2,IT69 X032 8944 624D FMGP AQBW JH3,50436-9029,Euro,EUR
3481,53.0,0.9021447,0,69-110-0323,Affimed N.V.,Affimed N.V.,Health Care,NASDAQ,Health,AFMD,$87.88M,10th Floor,40924 Sundown Parkway,,,,,,,,
3452,54.0,0.9021447,0,68-500-3837,Cincinnati Bell Inc,Cincinnati Bell Inc,,NYSE,Clothing,CBB^B,,Suite 58,68053 Blue Bill Park Park,52-0334230,NYSE,858371072-4,BH24 HRZV BPJI BUQC V9CF UL,63874-322,,Euro,EUR
8528,54.0,0.9021447,1,68-500-3837,Cincinnati Bell Inc,Cincinnati Bell Inc,,NYSE,Clothing,CBB^B,,Suite 58,68053 Blue Bill Park Park,52-0334230,,NYSE,858371072-4,BH24 HRZV BPJI BUQC V9CF UL,63874-322,Euro,EUR
3301,55.0,0.9021447,0,65-478-9831,ManpowerGroup,ManpowerGroup,Technology,NYSE,Shoes,MAN,$7.22B,Room 376,2 Ridgeway Circle,,NYSE,582933884-X,FO97 1279 1489 3843 35,55714-4564,,Yen,JPY
8366,55.0,0.9021447,1,65-478-9831,ManpowerGroup,ManpowerGroup,Technology,NYSE,Shoes,MAN,$7.22B,Room 376,2 Ridgeway Circle,59-2131106,,NYSE,582933884-X,FO97 1279 1489 3843 35,55714-4564,Yen,JPY
3293,56.0,0.9021447,0,65-321-4721,NASDAQ TEST STOCK,NASDAQ TEST STOCK,,NYSE,Games,NTEST.C,,PO Box 75361,2495 Hermina Plaza,25-2064213,NASDAQ,425815643-4,,30142-008,,Peso,CUP
8357,56.0,0.9021447,1,65-321-4721,NASDAQ TEST STOCK,NASDAQ TEST STOCK,,NYSE,Games,NTEST.C,,PO Box 75361,2495 Hermina Plaza,25-2064213,,NASDAQ,425815643-4,MD45 JGIB 63XT JAEJ Y32B UVCM,30142-008,Peso,CUP
3270,57.0,0.9021447,0,64-773-5623,"Columbia Banking System, Inc.","Columbia Banking System, Inc.",Finance,NASDAQ,Toys,COLB,$2.35B,,,92-2631991,NYSE,548042601-X,NL19 RQIY 8101 6438 59,54532-0012,,Peso,PHP
8334,57.0,0.9021447,1,64-773-5623,"Columbia Banking System, Inc.","Columbia Banking System, Inc.",Finance,NASDAQ,Toys,COLB,$2.35B,3rd Floor,48 Pankratz Crossing,92-2631991,,NYSE,548042601-X,NL19 RQIY 8101 6438 59,54532-0012,Peso,PHP
3210,58.0,0.9021447,0,63-534-2458,Koss Corporation,Koss Corporation,Consumer Non-Durables,NASDAQ,Books,KOSS,$14.1M,Room 1477,38 Village Green Pass,,NASDAQ,627436671-7,FR81 1762 4972 40WB KJZA LPNS Y29,67751-011,,Hryvnia,UAH
8274,58.0,0.9021447,1,63-534-2458,Koss Corporation,Koss Corporation,Consumer Non-Durables,NASDAQ,Books,KOSS,$14.1M,Room 1477,38 Village Green Pass,02-9995923,,NASDAQ,627436671-7,FR81 1762 4972 40WB KJZA LPNS Y29,67751-011,Hryvnia,UAH
32,59.0,0.9021447,0,00-554-1958,Mitel Networks Corporation,Mitel Networks Corporation,Technology,NASDAQ,Beauty,MITL,$905.69M,PO Box 31329,9 Northport Center,51-6564689,NYSE,817690193-8,SK71 9837 7309 1107 4794 4735,52125-748,,Yuan Renminbi,CNY
5129,59.0,0.9021447,1,00-554-1958,Mitel Networks Corporation,Mitel Networks Corporation,Technology,NASDAQ,Beauty,MITL,$905.69M,PO Box 31329,9 Northport Center,,,,817690193-8,SK71 9837 7309 1107 4794 4735,52125-748,Yuan Renminbi,CNY
3069,60.0,0.9021447,0,60-447-5835,"Information Services Group, Inc.","Information Services Group, Inc.",Consumer Services,NASDAQ,Computers,III,,Suite 77,8 Green Street,33-3589780,NYSE,250990851-0,MR31 3853 2946 3175 6052 1721 969,67544-052,,Tugrik,MNT
8119,60.0,0.9021447,1,60-447-5835,"Information Services Group, Inc.","Information Services Group, Inc.",Consumer Services,NASDAQ,Computers,III,$167.89M,Suite 77,8 Green Street,33-3589780,,NYSE,250990851-0,MR31 3853 2946 3175 6052 1721 969,67544-052,Tugrik,MNT
306,61.0,0.9021447,0,05-768-1920,J P Morgan Chase & Co,J P Morgan Chase & Co,Finance,NYSE,Books,JPM^A,,Suite 11,9251 American Ash Circle,63-1755515,NASDAQ,391688933-8,IT58 Z348 3451 4909 9PWW LQAM GZ0,66116-487,,Lev,BGN
5389,61.0,0.9021447,1,05-768-1920,J P Morgan Chase & Co,J P Morgan Chase & Co,Finance,NYSE,Books,JPM^A,,Suite 11,,,,,,,,,
3054,62.0,0.9021447,0,60-237-2419,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,NASDAQ,Shoes,FDTS,$7.7M,Room 1961,71 Boyd Crossing,49-4039209,NYSE,607752451-4,IS60 4719 7867 7060 4513 3666 16,48951-9011,,Rupiah,IDR
8105,62.0,0.9021447,1,60-237-2419,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,,NASDAQ,Shoes,FDTS,$7.7M,Room 1961,,,,,,,,,
3042,63.0,0.9021447,0,59-969-0571,"Mid-Con Energy Partners, LP","Mid-Con Energy Partners, LP",Energy,NASDAQ,Computers,MCEP,$41.02M,Apt 1903,56067 Sloan Point,43-5094508,NYSE,356392807-X,NL62 YXFU 7515 5080 98,37000-751,,Rupiah,IDR
8089,63.0,0.9021447,1,59-969-0571,"Mid-Con Energy Partners, LP","Mid-Con Energy Partners, LP",Energy,NASDAQ,Computers,MCEP,$41.02M,Apt 1903,56067 Sloan Point,43-5094508,,NYSE,,,,Rupiah,IDR
3019,64.0,0.9021447,0,59-453-9885,Trans World Entertainment Corp.,Rosehill Resources Inc.,Consumer Services,NASDAQ,Books,TWMC,$59.59M,Suite 1,6 Kings Point,32-5368941,67234-009,NASDAQ,090620227-2,GI18 XZSX BGKF SMW6 TIQB 73B,,Ringgit,MYR
9302,64.0,0.9021447,1,84-100-2050,Trans World Entertainment Corp.,Rosehill Resources Inc.,Consumer Services,NASDAQ,Games,TWMC,$59.59M,PO Box 84222,039 Brown Trail,79-2833157,,NASDAQ,234339170-X,CY64 5258 2495 U0SN 0MYB BLJV LTQS,0363-0685,Yuan Renminbi,CNY
2925,65.0,0.9021447,0,57-927-7093,"Lombard Medical, Inc.","Lombard Medical, Inc.",Health Care,NASDAQ,Music,EVAR,$13.04M,Suite 98,,84-8722403,NASDAQ,743535066-4,GI19 BYIL JYKM 2B9B X6MY 5OU,13734-110,,Yuan Renminbi,CNY
7985,65.0,0.9021447,1,57-927-7093,"Lombard Medical, Inc.","Lombard Medical, Inc.",Health Care,NASDAQ,Music,EVAR,$13.04M,Suite 98,3412 Barby Road,84-8722403,,NASDAQ,743535066-4,GI19 BYIL JYKM 2B9B X6MY 5OU,13734-110,Yuan Renminbi,CNY
8221,66.0,0.9021447,1,62-519-2604,"The ONE Group Hospitality, Inc.","The ONE Group Hospitality, Inc.",Consumer Services,NASDAQ,Home,STKS,$48.52M,Apt 1624,4 Londonderry Way,72-6834536,,NASDAQ,826162977-5,ES48 2443 8947 5394 7908 7755,63941-440,Euro,EUR
2889,66.0,0.9021447,0,57-164-8843,"The ONE Group Hospitality, Inc.","The ONE Group Hospitality, Inc.",Consumer Services,NASDAQ,Beauty,STKS,,Suite 40,9 Shasta Pass,,,,,,,,
2778,67.0,0.9021447,0,54-776-9963,Enel Generacion Chile S.A.,Enel Generacion Chile S.A.,Public Utilities,NYSE,Outdoors,EOCC,$6.28B,PO Box 65418,8 Shasta Alley,,NYSE,647138841-1,DO64 WSKY 3070 8968 2671 6003 9338,0832-0225,,Yuan Renminbi,CNY
7845,67.0,0.9021447,1,54-776-9963,Enel Generacion Chile S.A.,Enel Generacion Chile S.A.,Public Utilities,NYSE,Outdoors,EOCC,$6.28B,PO Box 65418,8 Shasta Alley,84-3924954,,NYSE,647138841-1,DO64 WSKY 3070 8968 2671 6003 9338,0832-0225,Yuan Renminbi,CNY
2697,68.0,0.9021447,0,53-209-6425,"Allied World Assurance Company Holdings, AG","Allied World Assurance Company Holdings, AG",Finance,NYSE,Automotive,AWH,$4.57B,Apt 286,4 Butterfield Court,10-7912218,NASDAQ,,,0409-5084,,Euro,EUR
7765,68.0,0.9021447,1,53-209-6425,"Allied World Assurance Company Holdings, AG","Allied World Assurance Company Holdings, AG",Finance,NYSE,Automotive,AWH,$4.57B,Apt 286,4 Butterfield Court,10-7912218,,NASDAQ,880004315-1,SM74 I176 9925 181S XTMV 9K1J MKL,0409-5084,Euro,EUR
2673,69.0,0.9021447,0,52-769-2148,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc.",Capital Goods,NASDAQ,Electronics,MPAA,$506.02M,16th Floor,64 Summerview Avenue,33-2563861,NASDAQ,747033276-6,GT13 AVKB NGL1 RRHR YDGU CMJO CICQ,57237-023,,Krone,NOK
7746,69.0,0.9021447,1,52-769-2148,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc.",Capital Goods,NASDAQ,Electronics,MPAA,$506.02M,16th Floor,64 Summerview Avenue,33-2563861,,NASDAQ,747033276-6,GT13 AVKB NGL1 RRHR YDGU CMJO CICQ,57237-023,Krone,NOK
2672,70.0,0.9021447,0,52-768-2505,Global Medical REIT Inc.,Global Medical REIT Inc.,Consumer Services,NYSE,Beauty,GMRE,$164.26M,15th Floor,,42-8267613,NYSE,431161350-4,FO26 9469 6738 4832 65,0169-7020,,Yuan Renminbi,CNY
7745,70.0,0.9021447,1,52-768-2505,Global Medical REIT Inc.,Global Medical REIT Inc.,Consumer Services,NYSE,Beauty,GMRE,$164.26M,15th Floor,934 Sauthoff Way,42-8267613,,NYSE,431161350-4,FO26 9469 6738 4832 65,0169-7020,Yuan Renminbi,CNY
2575,71.0,0.9021447,0,50-958-1120,Coupa Software Incorporated,Coupa Software Incorporated,Technology,NASDAQ,Sports,COUP,$1.65B,Suite 71,19 Stoughton Junction,71-2408118,NYSE,314189382-9,FR88 7564 2051 12A9 GESO ZEGD Z32,43063-047,,Yuan Renminbi,CNY
7666,71.0,0.9021447,1,50-958-1120,Coupa Software Incorporated,Coupa Software Incorporated,Technology,NASDAQ,Sports,COUP,$1.65B,,,71-2408118,,NYSE,314189382-9,FR88 7564 2051 12A9 GESO ZEGD Z32,43063-047,Yuan Renminbi,CNY
2519,72.0,0.9021447,0,49-868-5100,Natural Health Trends Corp.,Natural Health Trends Corp.,Consumer Durables,NASDAQ,Health,NHTC,$322.34M,3rd Floor,46449 Gale Drive,06-4811094,NYSE,,,36987-2084,,Rupiah,IDR
7612,72.0,0.9021447,1,49-868-5100,Natural Health Trends Corp.,Natural Health Trends Corp.,Consumer Durables,NASDAQ,Health,NHTC,$322.34M,3rd Floor,46449 Gale Drive,06-4811094,,NYSE,277990245-0,FR60 6094 0495 83EQ 9ZAM KHO1 T70,36987-2084,Rupiah,IDR
250,73.0,0.9021447,0,04-668-6615,Prudential Public Limited Company,Prudential Public Limited Company,Finance,NYSE,Baby,PUK,$59.42B,,,10-3670648,NYSE,689707021-1,HR39 0445 9561 0629 5401 2,63776-073,,Ruble,RUB
5332,73.0,0.9021447,1,04-668-6615,Prudential Public Limited Company,Prudential Public Limited Company,Finance,NYSE,Baby,PUK,$59.42B,PO Box 63682,665 Monterey Alley,10-3670648,,NYSE,689707021-1,HR39 0445 9561 0629 5401 2,63776-073,Ruble,RUB
247,74.0,0.9021447,0,04-576-4641,"Taubman Centers, Inc.","Taubman Centers, Inc.",Consumer Services,NYSE,Movies,TCO,$3.51B,Suite 94,1 Towne Crossing,,NYSE,970450647-3,FO87 3148 3312 3630 23,54868-0922,,Yen,JPY
5327,74.0,0.9021447,1,04-576-4641,"Taubman Centers, Inc.","Taubman Centers, Inc.",Consumer Services,NYSE,Movies,TCO,$3.51B,Suite 94,1 Towne Crossing,44-7473643,,NYSE,970450647-3,FO87 3148 3312 3630 23,54868-0922,Yen,JPY
6083,75.0,0.9021447,1,19-689-8650,"Daktronics, Inc.","Daktronics, Inc.",Consumer Durables,NASDAQ,Automotive,DAKT,$426.37M,6th Floor,64 Lakewood Gardens Parkway,24-7226946,,NASDAQ,348574455-7,PT64 5808 7117 0203 5133 2287 4,59535-4601,Koruna,CZK
2398,75.0,0.9021447,0,47-718-7397,"Daktronics, Inc.","Daktronics, Inc.",Consumer Durables,NASDAQ,Automotive,DAKT,$426.37M,Room 608,9 Sachs Lane,24-9231410,NYSE,812857243-1,DK25 1745 2684 4071 20,0378-0277,,Yuan Renminbi,CNY
2306,76.0,0.9021447,0,46-003-1845,"Saia, Inc.","Saia, Inc.",Transportation,NASDAQ,Automotive,SAIA,$1.27B,PO Box 49477,0886 Erie Alley,13-5359157,NYSE,548738911-X,,44183-508,,Rupiah,IDR
7436,76.0,0.9021447,1,46-003-1845,"Saia, Inc.","Saia, Inc.",Transportation,NASDAQ,Automotive,SAIA,$1.27B,PO Box 49477,0886 Erie Alley,13-5359157,,NYSE,548738911-X,SE90 4025 5241 2854 8384 6263,44183-508,Rupiah,IDR
2275,77.0,0.9021447,0,45-395-0412,Andina Acquisition Corp. II,Andina Acquisition Corp. II,Finance,NASDAQ,Electronics,ANDAR,,PO Box 24982,8580 Gina Place,,NYSE,653734890-0,BE65 6700 8972 8212,0378-5100,,Euro,EUR
7406,77.0,0.9021447,1,45-395-0412,Andina Acquisition Corp. II,Andina Acquisition Corp. II,Finance,NASDAQ,Electronics,ANDAR,,PO Box 24982,8580 Gina Place,37-6316816,,NYSE,653734890-0,BE65 6700 8972 8212,0378-5100,Euro,EUR
5334,78.0,0.9021447,1,04-737-6195,"PrivateBancorp, Inc.","PrivateBancorp, Inc.",Finance,NASDAQ,Garden,PVTB,$4.87B,Suite 56,1 Mandrake Junction,01-1431681,,NYSE,539071952-2,BG40 EBXW 1711 27QA KIVI MG,65044-3363,Krona,SEK
2266,78.0,0.9021447,0,45-123-9640,"PrivateBancorp, Inc.","PrivateBancorp, Inc.",Finance,NASDAQ,Baby,PVTB,$4.87B,19th Floor,5234 Moland Way,,,787862087-3,AZ95 WVRH TYJW 7LB5 E3P9 TJGA ZHGQ,49349-683,,Peso,ARS
1935,79.0,0.9021447,0,38-749-7656,Vipshop Holdings Limited,Vipshop Holdings Limited,Consumer Services,NYSE,Computers,VIPS,$6.96B,PO Box 74732,0 Quincy Way,41-2865853,NYSE,,,13537-323,,Sol,PEN
7074,79.0,0.9021447,1,38-749-7656,Vipshop Holdings Limited,Vipshop Holdings Limited,Consumer Services,NYSE,Computers,VIPS,$6.96B,PO Box 74732,0 Quincy Way,41-2865853,,NYSE,129093019-8,SM74 Q988 9937 090G DFOU WOAT WUU,13537-323,Sol,PEN
1904,80.0,0.9021447,0,38-333-3424,Meridian Bioscience Inc.,Meridian Bioscience Inc.,Health Care,NASDAQ,Games,VIVO,$654.14M,Apt 648,82955 Oriole Parkway,83-4361646,NASDAQ,,DE07 9108 6493 9167 4314 79,49288-0633,,Euro,EUR
7045,80.0,0.9021447,1,38-333-3424,Meridian Bioscience Inc.,Meridian Bioscience Inc.,Health Care,NASDAQ,Games,VIVO,$654.14M,Apt 648,82955 Oriole Parkway,83-4361646,,NASDAQ,113149143-2,DE07 9108 6493 9167 4314 79,49288-0633,Euro,EUR
1817,81.0,0.9021447,0,36-262-9456,ProShares UltraPro Short NASDAQ Biotechnology,ProShares UltraPro Short NASDAQ Biotechnology,,NASDAQ,Home,ZBIO,$6.58M,PO Box 35287,94890 Russell Parkway,80-9307540,NASDAQ,292039888-1,TR53 6296 0U3V B6CE CLL5 VZIE W9,67938-1088,,Koruna,CZK
8034,81.0,0.9021447,1,58-897-0425,ProShares UltraPro Short NASDAQ Biotechnology,ProShares UltraPro Short NASDAQ Biotechnology,,NASDAQ,Shoes,ZBIO,$6.58M,Apt 997,291 Burrows Road,29-7841720,,NYSE,621360778-1,HR36 4853 1292 2906 4970 9,52685-397,Real,BRL
6882,82.0,0.9021447,1,35-056-9006,"Franklin Financial Network, Inc.","Franklin Financial Network, Inc.",Finance,NYSE,Movies,FSB,$541.39M,PO Box 55745,816 Manitowish Terrace,33-7971722,,NASDAQ,524781666-8,RS27 9234 9757 5634 0621 86,0603-3590,Yuan Renminbi,CNY
1755,82.0,0.9021447,0,35-056-9006,"Franklin Financial Network, Inc.","Franklin Financial Network, Inc.",Finance,NYSE,Movies,FSB,$541.39M,PO Box 55745,816 Manitowish Terrace,33-7971722,NASDAQ,524781666-8,RS27 9234 9757 5634 0621 86,0603-3590,,,
1734,83.0,0.9021447,0,34-653-2922,Gabelli Multi-Media Trust Inc. (The),Gabelli Multi-Media Trust Inc. (The),,NYSE,Beauty,GGT^B,,PO Box 74836,43 Elgar Junction,40-2673001,NYSE,213947860-6,CR29 6792 1114 8360 3901 8,51655-877,,Yuan Renminbi,CNY
6860,83.0,0.9021447,1,34-653-2922,Gabelli Multi-Media Trust Inc. (The),Gabelli Multi-Media Trust Inc. (The),,NYSE,Beauty,GGT^B,,PO Box 74836,43 Elgar Junction,,,,213947860-6,CR29 6792 1114 8360 3901 8,51655-877,Yuan Renminbi,CNY
1666,84.0,0.9021447,0,33-261-9367,Atlas Air Worldwide Holdings,Atlas Air Worldwide Holdings,Transportation,NASDAQ,Beauty,AAWW,$1.32B,Apt 611,74 3rd Plaza,,,494655123-9,FR29 2922 4767 22OT MM0W UJBT C54,0338-5197,,Peso,ARS
6784,84.0,0.9021447,1,33-261-9367,Atlas Air Worldwide Holdings,Atlas Air Worldwide Holdings,Transportation,NASDAQ,Beauty,AAWW,$1.32B,Apt 611,74 3rd Plaza,64-5379415,,NASDAQ,494655123-9,FR29 2922 4767 22OT MM0W UJBT C54,0338-5197,Peso,ARS
162,85.0,0.9021447,0,02-910-5082,"Gener8 Maritime, Inc.","Gener8 Maritime, Inc.",Transportation,NYSE,Clothing,GNRT,$462.92M,19th Floor,71226 8th Drive,49-1909191,NYSE,,GR24 3386 854Q JWMM QOKJ 8DAA QL5,10237-804,,Koruna,CZK
5237,85.0,0.9021447,1,02-910-5082,"Gener8 Maritime, Inc.","Gener8 Maritime, Inc.",Transportation,NYSE,Clothing,GNRT,$462.92M,19th Floor,71226 8th Drive,49-1909191,,NYSE,934418342-2,GR24 3386 854Q JWMM QOKJ 8DAA QL5,10237-804,Koruna,CZK
1577,86.0,0.9021447,0,31-704-9719,Partner Communications Company Ltd.,Partner Communications Company Ltd.,Public Utilities,NASDAQ,Tools,PTNR,$828.02M,Room 314,49 West Trail,,NASDAQ,199839703-3,CZ09 9158 7430 3215 9378 0554,49693-2001,,Krona,SEK
7898,86.0,0.9021447,1,56-160-8123,Partner Communications Company Ltd.,Partner Communications Company Ltd.,Public Utilities,NASDAQ,Sports,PTNR,$828.02M,PO Box 17424,42 Oak Road,71-0497286,,NYSE,981744759-6,GL65 1070 3129 6051 09,50436-8101,Ruble,RUB
1547,87.0,0.9021447,0,31-075-6374,"Simpson Manufacturing Company, Inc.","Simpson Manufacturing Company, Inc.",Capital Goods,NYSE,Kids,SSD,$2.08B,,,69-6177316,NASDAQ,836453137-9,MR61 7575 6268 8429 4653 3203 284,21695-799,,Franc,XOF
6661,87.0,0.9021447,1,31-075-6374,"Simpson Manufacturing Company, Inc.","Simpson Manufacturing Company, Inc.",Capital Goods,NYSE,Kids,SSD,$2.08B,PO Box 64070,0392 Sugar Drive,69-6177316,,NASDAQ,836453137-9,MR61 7575 6268 8429 4653 3203 284,21695-799,Franc,XOF
1523,88.0,0.9021447,0,30-623-9023,TE Connectivity Ltd.,TE Connectivity Ltd.,Consumer Non-Durables,NYSE,Books,TEL,$27.94B,Apt 26,2 Bellgrove Pass,,,256616178-X,SK83 5719 3587 7054 4530 8605,13925-050,,Yuan Renminbi,CNY
6632,88.0,0.9021447,1,30-623-9023,TE Connectivity Ltd.,TE Connectivity Ltd.,Consumer Non-Durables,NYSE,Books,TEL,$27.94B,Apt 26,2 Bellgrove Pass,77-7695070,,NASDAQ,256616178-X,SK83 5719 3587 7054 4530 8605,13925-050,Yuan Renminbi,CNY
1318,89.0,0.9021447,0,26-297-1119,"Heron Therapeutics, Inc.  ","Heron Therapeutics, Inc.  ",Health Care,NASDAQ,Music,HRTX,$757.13M,2nd Floor,,56-6402958,NYSE,147897379-X,GI83 JDRT F1BJ TDF1 DQB8 CO8,55154-8387,,Koruna,CZK
6415,89.0,0.9021447,1,26-297-1119,"Heron Therapeutics, Inc.  ","Heron Therapeutics, Inc.  ",Health Care,NASDAQ,Music,HRTX,$757.13M,2nd Floor,79403 Sunnyside Lane,56-6402958,,NYSE,147897379-X,GI83 JDRT F1BJ TDF1 DQB8 CO8,55154-8387,Koruna,CZK
5609,90.0,0.9021447,1,09-648-2531,Capital One Financial Corporation,Capital One Financial Corporation,Finance,NYSE,Shoes,COF,$39.27B,Suite 39,3 Blue Bill Park Trail,11-5775291,,NASDAQ,132029906-7,DO78 CRCX 7445 4621 1593 9915 4578,54868-5315,Dollar,ZWL
1297,90.0,0.9021447,0,25-813-9241,Capital One Financial Corporation,Capital One Financial Corporation,,NYSE,Baby,COF^F,,11th Floor,7 Bayside Plaza,10-8102091,50436-4313,NYSE,701600690-5,AZ28 LMVB DVNR KFDV 1A5U EATY 1ZNY,,Krona,SEK
1230,91.0,0.9021447,0,24-408-6137,Gigamon Inc.,Gigamon Inc.,Technology,NYSE,Automotive,GIMO,$1.46B,PO Box 7503,181 Pierstorff Park,48-9617032,NASDAQ,,VG53 XEML 2667 0199 4454 4932,43378-100,,Euro,EUR
6324,91.0,0.9021447,1,24-408-6137,Gigamon Inc.,Gigamon Inc.,Technology,NYSE,Automotive,GIMO,$1.46B,PO Box 7503,181 Pierstorff Park,48-9617032,,NASDAQ,890088452-2,VG53 XEML 2667 0199 4454 4932,43378-100,Euro,EUR
6207,92.0,0.9021447,1,21-868-8526,Alliance National Municipal Income Fund Inc,Alliance National Municipal Income Fund Inc,,NYSE,Games,AFB,$392.94M,Suite 90,566 Spenser Circle,25-3883442,,NASDAQ,572497171-2,DK78 8852 1371 6948 71,42852-002,Ruble,RUB
1115,92.0,0.9021447,0,21-868-8526,Alliance National Municipal Income Fund Inc,Alliance National Municipal Income Fund Inc,,NYSE,Games,AFB,$392.94M,Suite 90,566 Spenser Circle,,,,,,,,
1113,93.0,0.9021447,0,21-845-7880,PowerShares DWA Energy Momentum Portfolio,PowerShares DWA Energy Momentum Portfolio,,NASDAQ,Beauty,PXI,$94.83M,,,35-9873719,NYSE,973880408-6,AL23 3975 4042 BEEV TIPC JTNV MWJV,0904-6172,,Yuan Renminbi,CNY
6204,93.0,0.9021447,1,21-845-7880,PowerShares DWA Energy Momentum Portfolio,PowerShares DWA Energy Momentum Portfolio,,NASDAQ,Beauty,PXI,$94.83M,PO Box 94936,834 Commercial Point,35-9873719,,NYSE,973880408-6,AL23 3975 4042 BEEV TIPC JTNV MWJV,0904-6172,Yuan Renminbi,CNY
1102,94.0,0.9021447,0,21-622-4351,IPG Photonics Corporation,IPG Photonics Corporation,Technology,NASDAQ,Beauty,IPGP,$7.53B,Apt 1187,,04-2055374,NYSE,888018973-5,FR23 8700 8630 79T2 Y0OG NECZ K18,47593-404,,Euro,EUR
6191,94.0,0.9021447,1,21-622-4351,IPG Photonics Corporation,IPG Photonics Corporation,Technology,NASDAQ,Beauty,IPGP,$7.53B,Apt 1187,5 Pearson Park,04-2055374,,NYSE,888018973-5,FR23 8700 8630 79T2 Y0OG NECZ K18,47593-404,Euro,EUR
1081,95.0,0.9021447,0,21-268-2738,Georgia Power Company,Georgia Power Company,Public Utilities,NYSE,Movies,GPE^A,,PO Box 67638,,99-1254049,NYSE,999021272-4,PT20 1667 5368 9863 8029 1132 0,36800-913,,Hryvnia,UAH
6174,95.0,0.9021447,1,21-268-2738,Georgia Power Company,Georgia Power Company,Public Utilities,NYSE,Movies,GPE^A,,PO Box 67638,28892 Butternut Circle,99-1254049,,NYSE,999021272-4,PT20 1667 5368 9863 8029 1132 0,36800-913,Hryvnia,UAH
108,96.0,0.9021447,0,02-053-1409,Amphenol Corporation,Amphenol Corporation,Capital Goods,NYSE,Music,APH,$23.11B,Apt 701,3 Bobwhite Park,,,356041080-0,SK79 7998 3057 6863 6079 3661,76470-003,,Rupiah,IDR
5204,96.0,0.9021447,1,02-053-1409,Amphenol Corporation,Amphenol Corporation,Capital Goods,NYSE,Music,APH,$23.11B,Apt 701,3 Bobwhite Park,73-7996768,,NASDAQ,356041080-0,SK79 7998 3057 6863 6079 3661,76470-003,Rupiah,IDR
